기업명,키워드,로고,카테고리,신입연봉,평균연봉,주소,사원수,홈페이지,기업형태,매출액_별도,매출액_연결,사업현황
케이크,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/g122r.jpg,솔루션·SI·CRM·ERP,"4,535만원",,경기 성남시 분당구 분당내곡로 131 지도,38명,https://www.cakecorp.com/,대기업,-,,"케이크는 네이버 자회사인 스노우가 2018년 선보인 영어 회화 학습 앱으로, 2020년 10월 글로벌화에 성공하기 위해 독립법인으로 분사한 기업이다. 당사는 IS지주 계열 투자회사인 씨에이씨파트너스(구.마일스톤그로쓰파트너스)로 부터 200억원 규모의 시리즈A 투자를 유치하기도 했다.

케이크는 앱에서 큐레이션한 원어민 영상을 다양한 숏폼(short-form) 형태로 콘텐츠를 제공하여 간편하게 모바일로 회화 학습을 할 수 있게 한다는 장점이 있다. 2023년 케이크는 아시아, 중동, 남미, 유럽 등으로 서비스를 확장하였으며, 전 세계 19개의 주요언어를 지원한다.

2022년 케이크는 엔터테인먼트 하이브의 교육 자회사인 하이브 에듀(HYBE EDU)를 흡수합병하여 아티스트 지식재산권 기반의 언어 교육 사업으로 사업을 확장했다. 또한, 케이크는 방탄소년단, 블랙핑크, 세븐틴 등 아티스트 IP를 활용하여 가사집, 요리법 등을 결합한 한국어 교육 교재를 지속적으로 출간하며 글로벌 언어 교육 사업을 확장해나가고 있다."
베스텔라랩,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A002O.jpg,,"4,019만원",,"경기 성남시 분당구 판교로289번길 20, 2동 5층 공동보육실 (삼평동,경기스타트업캠퍼스) 지도",31명,,중소기업,60억,,"2018년 설립된 베스텔라랩은 핵심 기술과 솔루션을 접목해 실내 내비게이션 서비스 '워치마일(watchmile)'을 개발,운영하는 기업이다. 워치마일은 앱을 통해 상용 내비게이션과 연계해 목적지를 안내하는 서비스다. 목적지에 도착하면 워치마일 앱이 자동 실행되고, Non-GPS 정밀 측위를 적용하여 주차 내비게이션이 실행되는 방식이다. 이는 실내는 물론이고 지하와 다층 주차장 안에서도 정확한 차량 안내가 가능하다는 점에서 차별점을 둔다. 특히 GPS에 의존해 음영지역인 실내에서 안내가 불가능했던 기존 서비스와 차이를 보인다. 이외에도 앱을 통한 주차권 확인 서비스, 자동 주차비 정산 기능 등을 지원한다.



회사는 서울시, 메르세데스-벤츠 등과 협업하며 워치마일의 라스트마일 길안내 서비스 효용성을 검증받고 기술 사업화를 이루기 위해 주력하고 있다. 현재 전국 30여 곳(백화점, 전시장, 공공기관, 아파트, 공영 주차장, 상업시설 등)에 수요자 맞춤 워치마일 솔루션을 제공하며 저변 확대를 위해 적극적으로 노력하고 있다. 베스텔라랩은 주차 솔루션을 넘어 자율주행 시장까지 워치마일 서비스 범용성을 높이기 위해 힘쓰고 있다. 향후 주차장 내에서 자율주행/자율주차/자율 출차 등을 지원하며 스마트 주차 시장을 선도하는 기업으로 성장하기 위해 박차를 가할 계획이다."
수퍼트리,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A003G.jpg,,,,"경기 성남시 분당구 판교로255번길 35, 1층 106호 (삼평동,판교실리콘파크) 지도",15명,https://supertree.co/,중소기업,108억,,
와드(캐치테이블),#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0560.jpg,,,,경기 성남시 분당구 대왕판교로 660 지도,200명,https://app.catchtable.co.kr/,중소기업,75억,,"“즐거운 미식생활의 시작, 캐치테이블”

와드는 많은 사람들이 간편하고 즐거운 미식생활을 누릴 수 있도록 외식업 전문 통합 플랫폼 ‘캐치테이블’을 운영하며 ‘외식 시장의 전 여정’을 디지털화 하는데 앞장서고 있습니다.

국내 레스토랑 예약시장 1위뿐 아니라, 2022년 12월 실시간 대기 서비스 ‘캐치테이블 웨이팅’ 오픈, 2023년 2월과 3월에는 외식업 전용 매장관리 솔루션 ‘캐치테이블 포스’와 ‘캐치테이블 픽업’서비스를 차례로 선보이며 외식업계 전반을 아우르는 외식업 전문 통합 솔루션으로 자리매김하며 성장하고 있습니다.

캐치테이블은 2018년 B2B 매장용 솔루션 론칭으로 시작했습니다. 이후 수년 간의 노하우를 바탕으로 지금의 캐치테이블 B2C 예약앱이 탄생하며 점주와 고객 모두에게 도움이 되는 서비스로 자리잡았습니다. 이후 도전을 멈추지 않고 외식업계의 전 여정을 함께하기 위해 혁신을 이어가고 있습니다.

외식 시장의 모든 것을 캐치테이블 브랜드 하나로 해결할 수 있는 세상,
캐치테이블은 외식업 통합 플랫폼 생태계를 향해 나아가고 있습니다."
카카오헬스케어,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/GR05J.jpg,솔루션·SI·CRM·ERP,,,경기 성남시 분당구 판교역로 166 지도,171명,https://recruit.kakaohealthcare.com/,대기업,45억,,"2022년 3월에 설립된 카카오헬스케어는 모바일 기반의 '초개인화 건강관리 플랫폼'으로서 디지털헬스케어 기술과 서비스를 통해 미래의 건강을 혁신적으로 변화시키는 데에 초점을 맞추고 있다. 환자들은 편리한 의료 서비스를 경험하고 의료진은 효율성과 안전성을 향상시킬 수 있어 병원 환경의 혁신에도 기여하고 있다.

카카오헬스케어는 'Virtual Care', 'Digital Transformation', 'Data Enabler' 등 3가지에 대해 사업경쟁력을 보유하고 있다. Virtual Care은 진료예약, 예약확인, 사전문진, 진료대기, 진료비 결제 등의 서비스를 간편하고 쉽게 이용 가능하게 한다. 또한 의료기관 및 공공기관의 방대한 데이터를 상호연계하는 정보 제공 표준 플랫폼으로서의 역할을 하여 의료진 간 원활한 커뮤니케이션을 지원한다. Digital Transformation과 Data Enabler 분야에서는 헬스케어 데이터의 가치를 최대한 활용하여 혁신적인 서비스를 개발하고 있다. 데이터 분석을 통해 시간을 절약하고 중요한 인사이트를 발견하며 미래를 예측한다. 또한 연구의 진입 장벽을 낮추고 치료법 개선에 기여하는 등 현장에서 유용한 정보를 제공한다.

최근 카카오헬스케어는 글로벌 연속혈당측정(CGM) 기업인 덱스콤 및 노보노디스크와 업무협약을 맺어 당뇨질환에 대한 서비스를 고도화하고 있다. 또한 화장품 기업인 로레알 그룹과 합성생물학 기반 바이오 소재 개발회사인 '큐티스바이오'와 MOU를 맺어 뷰티 영역으로의 사업영역 확대를 준비 중이다. 향후에는 뷰티 솔루션 등을 통해 질병 관리를 넘어 건강관리까지 가능한 서비스를 다각화할 전략이다."
티맥스클라우드,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,경기 성남시 분당구 황새울로258번길 29 지도,291명,https://www.tmaxcloud.com/,중소기업,13억,,
쓰리뷰,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A3EE9.jpg,,"2,968만원","4,030만원",경기 성남시 중원구 사기막골로 124 지도,21명,https://e3view.com/,중소기업,-,,"쓰리뷰는 NT(한국최초신기술인증) 및 10종의 특허 등 기술력을 바탕으로 한 Process Monitoring System, POP 및 SPC/MES Systems분야에 있어, 중소기업에 특화된 스마트공장 시스템을 20여 년 동안 전문적으로 구축해온 회사입니다.
자동차산업분야/소성가공분야의 특화된 솔루션을 가지고 국내뿐만 아니라 해외 선진국시장에도 시스템의 우수성을 인정받아 독자적으로 수출하고 있습니다."
SK(주) C&C,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A90BF.jpg,,,,경기 성남시 분당구 성남대로343번길 9 지도,"3,500명",https://www.skcc.co.kr/,대기업,-,,"SK주식회사 C&C는 지난 30여년간 쌓은 제조, 통신·미디어, 반도체, 에너지·화학, 금융, 공공 등 다양한 산업에 대한 전문성과 AI, Cloud, Digital Manufacturing, Digital ESG 등 Digital 기술력을 바탕으로 차별화된 고객가치를 제공하고 있습니다.

고객의 Digital ITS(디지털 IT서비스) 및 AIX(AI로의 전환) 파트너로서 Consultancy 및 Business 전문성을 기반으로 고객의 Pain Point를 분석하고 고객 Needs에 맞게 사업을 만들며, 기술 전문성을 기반으로 고객에게 최고 품질의 IT 서비스를 Delivery합니다.

SK주식회사C&C는 고객과 함께 성장하며, Digital IT서비스 Offering과 Biz. Consultancy를 함께 갖춘 최고의 Global Enterprise AI Service Company로 거듭나고 있습니다.

[이 내용은 기업이 직접 작성한 내용을 바탕으로 제작되었습니다. 작성일: 2024.08.26]"
엔씨소프트(판교알앤디센터지점),,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,경기 성남시 분당구 대왕판교로644번길 12 지도,-명,,중견기업,-,,
엔스테이지,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/AAE16.jpg,,,,"경기 성남시 분당구 대왕판교로 670, 5층 509호 (삼평동,유스페이스2) 지도",16명,http://www.nstage.io/,중소기업,55억,,"게임의 새로운 재미를 찾아내는 사람들, 저희는 엔스테이지입니다

지속 발전하는 게임 서비스, 그 이상을 꿈꿉니다.
2019년 봄, 엔스테이지는 게임의 새로운 재미와 가치를 유저들에게 전달하는 것을 목표로 시작되었습니다.
변화하는 시장 패러다임에 발맞출 수 있도록 신규 컨텐츠 개발, 수익 고도화, 마케팅 최적화 등
다양한 분야에서 게임의 재미와 가치를 연구하는 조직으로 구성되어 있습니다.

45개 이상의 프로젝트, 100만명 이상의 글로벌 유저들을 대상으로 안정적인 라이브 게임 서비스를 제공하고 있으며 매년 100% 이상 성장 중에 있습니다.
2023년 퍼즐 게임 서비스 경쟁력 강화를 위해 기존 Classic Match 3 게임 이외에 Meta Match 3 게임들에 대한 리퍼블리싱을 진행 예정입니다."
케이크,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/g122r.jpg,솔루션·SI·CRM·ERP,"4,535만원",,경기 성남시 분당구 분당내곡로 131 지도,38명,https://www.cakecorp.com/,대기업,-,,"케이크는 네이버 자회사인 스노우가 2018년 선보인 영어 회화 학습 앱으로, 2020년 10월 글로벌화에 성공하기 위해 독립법인으로 분사한 기업이다. 당사는 IS지주 계열 투자회사인 씨에이씨파트너스(구.마일스톤그로쓰파트너스)로 부터 200억원 규모의 시리즈A 투자를 유치하기도 했다.

케이크는 앱에서 큐레이션한 원어민 영상을 다양한 숏폼(short-form) 형태로 콘텐츠를 제공하여 간편하게 모바일로 회화 학습을 할 수 있게 한다는 장점이 있다. 2023년 케이크는 아시아, 중동, 남미, 유럽 등으로 서비스를 확장하였으며, 전 세계 19개의 주요언어를 지원한다.

2022년 케이크는 엔터테인먼트 하이브의 교육 자회사인 하이브 에듀(HYBE EDU)를 흡수합병하여 아티스트 지식재산권 기반의 언어 교육 사업으로 사업을 확장했다. 또한, 케이크는 방탄소년단, 블랙핑크, 세븐틴 등 아티스트 IP를 활용하여 가사집, 요리법 등을 결합한 한국어 교육 교재를 지속적으로 출간하며 글로벌 언어 교육 사업을 확장해나가고 있다."
베스텔라랩,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A002O.jpg,,"4,019만원",,"경기 성남시 분당구 판교로289번길 20, 2동 5층 공동보육실 (삼평동,경기스타트업캠퍼스) 지도",31명,,중소기업,60억,,"2018년 설립된 베스텔라랩은 핵심 기술과 솔루션을 접목해 실내 내비게이션 서비스 '워치마일(watchmile)'을 개발,운영하는 기업이다. 워치마일은 앱을 통해 상용 내비게이션과 연계해 목적지를 안내하는 서비스다. 목적지에 도착하면 워치마일 앱이 자동 실행되고, Non-GPS 정밀 측위를 적용하여 주차 내비게이션이 실행되는 방식이다. 이는 실내는 물론이고 지하와 다층 주차장 안에서도 정확한 차량 안내가 가능하다는 점에서 차별점을 둔다. 특히 GPS에 의존해 음영지역인 실내에서 안내가 불가능했던 기존 서비스와 차이를 보인다. 이외에도 앱을 통한 주차권 확인 서비스, 자동 주차비 정산 기능 등을 지원한다.



회사는 서울시, 메르세데스-벤츠 등과 협업하며 워치마일의 라스트마일 길안내 서비스 효용성을 검증받고 기술 사업화를 이루기 위해 주력하고 있다. 현재 전국 30여 곳(백화점, 전시장, 공공기관, 아파트, 공영 주차장, 상업시설 등)에 수요자 맞춤 워치마일 솔루션을 제공하며 저변 확대를 위해 적극적으로 노력하고 있다. 베스텔라랩은 주차 솔루션을 넘어 자율주행 시장까지 워치마일 서비스 범용성을 높이기 위해 힘쓰고 있다. 향후 주차장 내에서 자율주행/자율주차/자율 출차 등을 지원하며 스마트 주차 시장을 선도하는 기업으로 성장하기 위해 박차를 가할 계획이다."
카카오헬스케어,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/GR05J.jpg,솔루션·SI·CRM·ERP,,,경기 성남시 분당구 판교역로 166 지도,171명,https://recruit.kakaohealthcare.com/,대기업,45억,,"2022년 3월에 설립된 카카오헬스케어는 모바일 기반의 '초개인화 건강관리 플랫폼'으로서 디지털헬스케어 기술과 서비스를 통해 미래의 건강을 혁신적으로 변화시키는 데에 초점을 맞추고 있다. 환자들은 편리한 의료 서비스를 경험하고 의료진은 효율성과 안전성을 향상시킬 수 있어 병원 환경의 혁신에도 기여하고 있다.

카카오헬스케어는 'Virtual Care', 'Digital Transformation', 'Data Enabler' 등 3가지에 대해 사업경쟁력을 보유하고 있다. Virtual Care은 진료예약, 예약확인, 사전문진, 진료대기, 진료비 결제 등의 서비스를 간편하고 쉽게 이용 가능하게 한다. 또한 의료기관 및 공공기관의 방대한 데이터를 상호연계하는 정보 제공 표준 플랫폼으로서의 역할을 하여 의료진 간 원활한 커뮤니케이션을 지원한다. Digital Transformation과 Data Enabler 분야에서는 헬스케어 데이터의 가치를 최대한 활용하여 혁신적인 서비스를 개발하고 있다. 데이터 분석을 통해 시간을 절약하고 중요한 인사이트를 발견하며 미래를 예측한다. 또한 연구의 진입 장벽을 낮추고 치료법 개선에 기여하는 등 현장에서 유용한 정보를 제공한다.

최근 카카오헬스케어는 글로벌 연속혈당측정(CGM) 기업인 덱스콤 및 노보노디스크와 업무협약을 맺어 당뇨질환에 대한 서비스를 고도화하고 있다. 또한 화장품 기업인 로레알 그룹과 합성생물학 기반 바이오 소재 개발회사인 '큐티스바이오'와 MOU를 맺어 뷰티 영역으로의 사업영역 확대를 준비 중이다. 향후에는 뷰티 솔루션 등을 통해 질병 관리를 넘어 건강관리까지 가능한 서비스를 다각화할 전략이다."
